No.;Time;Comment;Scramble;Date;P.1
596;1:13.72;;R' U R2 B2 L' F2 D2 B2 L2 F2 L' D2 F2 R2 B U F' U D' B2 R' Uw2 L D2 Uw2 Rw2 F' B' R' U2 Uw2 B R Rw2 Uw Fw2 R D F D Rw U D' Rw' F' U';2026-01-27 07:40:47;1:13.72
597;1:03.44;;D2 B' L2 B' R2 D2 F' R2 D2 B2 U R2 F' L F' R U B' R2 Uw2 Fw2 L Rw2 D2 L U2 Uw2 B2 R U' Uw2 R Fw' D2 Fw' D2 Rw Uw' Rw F Uw' L' D F2;2026-01-27 07:42:28;1:03.44
598;1:07.51;;R' F D' F' U D R' U2 B' D2 L2 B L2 B U2 B' L2 U2 R' D' Fw2 R' D Fw2 Uw2 Rw2 B2 D' F2 L2 U2 B Fw' D2 Fw' D' L' Rw2 Uw R' Fw' R U' Fw2;2026-01-27 07:43:53;1:07.51
599;1:07.95;;R L2 B U' L' U' R L2 B2 U L2 D F2 R2 U2 F2 R2 F2 R F' Uw2 R Fw2 L Rw2 D' L' Rw2 D2 F2 B2 Fw D2 F L Fw' U' Rw Uw' Rw' Fw' L' D2;2026-01-27 07:45:23;1:07.95
600;1:35.40;;R' U2 L2 D2 L' F2 R D2 L' F2 L F D2 R F2 D B2 L U D2 Rw2 Fw2 R2 F R Uw2 L' Rw2 B2 Rw2 F' U D2 L2 Uw' R B2 Fw' U Uw Fw Rw B2 Fw Rw2;2026-01-27 07:46:54;1:35.40
601;1:34.48;;F D' L2 B2 L F2 D2 L2 B2 U2 R2 B2 D2 F2 D R' D' B' R2 L' F Uw2 R2 B Rw2 D B Fw2 R2 F Rw2 U' F2 B2 R' Rw' D R F Uw' R D2 L Rw' Fw' L2;2026-01-27 07:48:51;1:34.48
602;1:19.55;;D' R D R2 D F2 U R2 D L2 F2 D B' U R' L D F2 R' F' Rw2 U' F B Rw2 D' Uw2 R2 B' Uw2 B2 D' Uw2 L' U Rw D R' Uw L2 Uw2 R U' Rw';2026-01-27 07:55:27;1:19.55
603;1:29.26;;D' R2 D' B2 D' R2 D2 B2 U B2 R2 D' F' R' F U B D B U' B' Fw2 Uw2 R' D Fw2 R L' Rw2 Uw2 F2 L' U' B Fw' D2 Fw2 R' Fw R2 Rw' U Fw' Uw R F;2026-01-27 07:57:17;1:29.26
604;1:11.57;;B R B D R B2 L U F U2 D2 L' U2 L B2 R2 B2 L F2 B2 Fw2 Uw2 R' F' B2 Rw2 F' B2 L' Rw2 F' Fw2 Rw2 D R2 Uw' B2 L Fw Rw2 U' Uw' Rw D2 Uw';2026-01-27 07:59:07;1:11.57
605;1:33.12;;L D R' U' D2 R' L' D F U2 L' U2 R2 B2 R2 D2 R F2 B2 L2 Rw2 U D2 Uw2 R' B2 Fw2 L D' Fw2 U D L Fw U B2 R' D2 Rw Fw' Uw2 F2 R2 Uw' R2 Fw;2026-01-27 08:00:48;1:33.12
606;1:18.16;;D' L U2 R2 F2 L' F2 D2 F2 L' B2 L2 B L' D2 F L U' R' U' Rw2 U2 B Fw2 R2 U2 Uw2 F R Fw2 L Rw2 F D' Fw2 Uw' F2 B2 R' Fw' Rw' F2 R' Fw2 Uw' Fw;2026-01-27 20:02:40;1:18.16
607;1:11.70;;L' F' L' U B L' U' B2 R2 L' B R2 D2 B' U2 F2 B' R2 F2 R2 Rw2 B2 U' L' Uw2 B2 Rw2 Fw2 U' L' Fw2 U' L' Fw' Uw2 Fw' D2 F' R2 Rw Uw2 Fw' R' B2 D2;2026-01-27 20:04:26;1:11.70
608;1:19.14;;R2 B2 R U2 L2 B2 U2 R B2 R U2 L B' L' F' U R' B L' U D Fw2 R' D2 Fw2 Rw2 F' L Uw2 B R2 D2 B Uw F R2 F Uw' R B2 Rw' Fw' D L2 Uw L;2026-01-27 20:06:14;1:19.14
609;1:04.78;;U' F D2 L2 F2 D2 F' U2 D2 R2 F B2 U' F' L B' R L F2 Uw2 Rw2 F' D F2 R2 B2 Fw2 U F D' Uw2 L Rw' U2 B2 D' Rw' Fw U2 D Fw R2 U' Uw;2026-01-27 20:07:54;1:04.78
610;1:24.53;;R2 L U2 B2 D' R2 D2 F2 U' F2 U B2 R L2 F2 R2 U F' L' B U' Fw2 D R' Uw2 R L2 B2 D2 Fw2 L' Fw2 U2 Rw2 Fw' D2 F' L2 Rw B Fw' L F' U Uw2 R2;2026-01-27 20:09:23;1:24.53
611;1:01.70;;U2 D' F2 R U' B R U' B' L D2 L2 F2 L' F2 B2 U2 F2 L' F2 Rw2 Fw2 R D' Fw2 U D R Rw2 Uw2 R2 U' Fw R' L2 B2 D' Rw Fw R' Fw2 U' Uw2 R;2026-01-27 20:11:08;1:01.70
612;1:06.45;;B2 U2 D2 B' U2 L2 U2 F' B' U2 B D R U2 R2 B' R' B' R' D Uw2 Fw2 R2 B' U' Uw2 B' Rw2 B2 U' D B' Rw B D Uw2 F Uw B Rw' F' Rw' U2 L;2026-01-27 20:12:32;1:06.45
613;1:20.34;;R' D' L F U' R2 L F B2 D2 F2 D2 R2 D2 L' B2 L' B2 U2 L' D Rw2 U' L' Rw2 F2 D R' Fw2 Uw2 R2 L U2 D2 Fw' D2 L2 Fw' D' L2 Rw' Fw2 Uw' F2 B Fw' R;2026-01-27 20:14:10;1:20.34
614;1:13.08;;B' U2 R2 B' L2 B2 U2 F U2 D2 R2 B2 R U L' U2 L D F' D B2 Rw2 F2 Uw2 Fw2 U Fw2 L U L2 D' Fw2 D2 F D' Fw U2 Fw2 Uw R2 Rw D Fw2 R' Uw' R;2026-01-27 20:16:05;1:13.08
615;1:21.74;;B' U' F2 B2 R2 U' B2 U' B2 D' R2 D2 B R2 L' F' U F Uw2 B' D2 Fw2 U Uw2 B Fw2 L2 Rw2 Uw2 L2 Rw Uw2 B Rw' D L D' Fw D' R' Fw R2 Rw;2026-01-27 20:20:51;1:21.74
616;1:05.47;;D' R D2 F2 U R2 D R2 B2 L2 U2 L2 U B' R2 F' U2 F2 U' F' Rw2 B D Rw2 U B L2 D2 Fw2 D F' U' Rw F2 D2 Rw' B2 Rw2 Uw' L2 B2 Rw' Uw B' Uw2;2026-01-27 20:22:39;1:05.47
617;1:08.32;;B' R' L2 U' R2 L2 U F2 U L2 U' R2 U' R' L U' B' U' D' B2 Fw2 R B Uw2 R F2 B Uw2 R B R' B2 L2 Uw B' R2 L' Uw2 Fw2 Rw' U Fw Rw2 Uw2 L D2;2026-01-27 20:24:07;1:08.32
618;1:00.79;;R D2 F2 R F2 L' D2 B2 L' F L F2 D F2 B' R2 U' R L Fw2 R L2 Rw2 D' L2 Rw2 Uw2 Fw2 L2 U Rw2 D' Fw U2 Rw2 Fw Rw Uw' R2 Fw L2 Fw L F2;2026-01-27 20:25:59;1:00.79
619;1:05.68;;F2 D2 F2 L2 D2 L2 U2 R' F2 U2 F' D' R2 F2 B' U2 D' L2 D Rw2 U' Uw2 L2 Uw2 B' Uw2 F Fw2 U' Uw2 B R2 L' F U' Fw Rw Fw2 Uw Rw' F U2;2026-01-27 20:27:37;1:05.68
620;1:22.38;;U2 B2 L2 F2 U' D' F2 U' R2 D' B' L' U B2 R' B2 U L D Rw2 Uw2 Fw2 R' B2 L2 D2 B Uw2 F L' B' R' D2 Uw' B R2 Rw U' D2 L2 Fw Rw D' F;2026-01-27 20:29:01;1:22.38
621;1:13.01;;F' R2 F L' U' R B' D' B U' D' B2 U' R2 F2 L2 U B2 R2 Uw2 Rw2 U' R' D2 L Fw2 R2 U2 L' Fw2 Rw2 Fw D' R U2 D2 Fw2 R D' Rw' Fw L2 F Rw;2026-01-27 20:30:45;1:13.01
622;1:06.23;;F R2 L' D2 F2 B L2 F R2 U2 F R2 B' R2 U2 D' R2 F2 U' R' F2 Uw2 Rw2 B2 R D' L2 Rw2 U2 F2 L' U' R2 Uw2 F L Fw' Uw2 F Rw B2 Fw2 Uw' R F Uw' Fw;2026-01-27 20:32:28;1:06.23
623;1:14.63;;B2 R U' B D F D' B2 L' F2 U2 D2 L2 U2 F2 R2 F R2 F' U2 Fw2 L D' Fw2 D' Fw2 U' F2 D L Uw2 F2 Fw Rw2 B' L U2 Rw' Fw2 Rw U Fw2 Rw D2 F;2026-01-27 20:34:11;1:14.63
624;1:11.77;;D L D2 B2 D F2 L2 D B2 R2 U' B2 U' F' D2 R B L B2 R Uw2 F2 Fw2 R' D' B2 Uw2 B2 U' L U' D' B' Fw D L' Rw' Uw' F2 R' Uw' Fw' U' Rw';2026-01-27 20:35:48;1:11.77
625;59.56;;U D F' R' F U2 D2 F' R U' F2 B2 D' R2 F2 B2 D B2 D2 R2 F2 Uw2 L D2 Rw2 U D2 Rw2 B2 R Fw2 Rw2 U2 Fw' D R2 F' Uw2 Rw' Uw' B' L Fw' Rw' D2 F2;2026-01-27 20:37:26;59.56
626;1:05.31;;D2 F' L2 B2 L2 D' F2 U' L2 D L2 U' F2 R2 B' L D' R U' R' F2 Fw2 R' B2 Rw2 D2 Fw2 D' L' Uw2 B2 D L' D Fw L2 Fw2 D' Rw2 Fw' Rw Fw Uw' L2 Uw' Fw;2026-01-27 20:38:46;1:05.31
627;1:11.91;;F' U2 F2 R2 U2 F' U2 F' R2 B D2 R B' D' B' U' L' F B D2 R Rw2 B Fw2 D B' U2 F Rw2 F' U' Fw2 D F2 Rw' F D2 R2 Rw Fw R2 Uw' R Uw2 F2 R2;2026-01-27 20:42:07;1:11.91
628;1:13.37;;B' R2 F2 R2 D2 B' D2 F D2 B2 R B2 D F' D2 F2 R' B' R U B Fw2 D2 L' F Fw2 Uw2 L' Rw2 F' D2 Uw2 F R' Uw B' L2 Uw L2 D' Fw' R2 L Rw U' B2 Fw;2026-01-27 20:45:03;1:13.37
629;1:01.73;;D2 B' L2 U2 D2 L2 B' R2 B' U2 F B' U R B L F L2 F U2 Fw2 Uw2 L' D Fw2 L' Fw2 R2 D L U L2 F2 B' Fw D' F Uw' F Rw Fw2 Uw' L D;2026-01-27 20:46:38;1:01.73
630;1:03.62;;D' R2 F2 R2 L' D2 L' F2 R2 F' D F' B2 R' U L F' U Rw2 Fw2 R F R L Uw2 R Uw2 F' L' Rw2 Fw2 Uw F2 R2 Fw D Fw' Uw Fw' Rw' U2 L2;2026-01-27 20:48:08;1:03.62
631;1:11.05;;U2 F' U2 F U2 B2 R2 U2 R2 U2 F' R2 U' F L' D2 F2 D2 B' Uw2 R L Rw2 U' Uw2 R Fw2 R B2 U2 F2 Fw L2 F' B' Uw Rw' F D2 Fw D2 L' Fw;2026-01-27 20:58:38;1:11.05
632;1:19.26;;D' B U L2 B2 D R2 U' L2 D' L2 F2 U F' U2 L D' R' F' L' Rw2 D' Uw2 Fw2 D' F U' Uw2 L2 F Fw2 Uw2 Rw F U Uw2 L' F' Uw L' Uw' Rw Uw F2 Rw;2026-01-27 21:00:10;1:19.26
633;1:03.36;;F2 B2 D2 R2 D B2 U2 L2 D B2 D' L2 F' L' B U' R' B U' L' B' Fw2 Uw2 F U2 D2 B U2 R Uw2 L' Fw2 D2 Uw R' F' L' U' D2 Fw R' Uw2 F' Fw2 Rw;2026-01-27 21:02:02;1:03.36
634;1:18.93;;U L2 B R2 F2 D2 R2 F' D2 L2 B R2 F' R F R' F' D R2 L Fw2 R Uw2 R' Rw2 D F2 R' U' F2 Fw2 D2 Fw L' F' R Fw2 D Rw Uw Fw D' F2 U' Uw';2026-01-27 21:13:55;1:18.93
635;1:17.04;;B U B D R2 F2 B L F' R2 F U2 F2 R2 F R2 B' L2 F' L2 U Rw2 D' Rw2 Uw2 L2 U B' Rw2 B D R2 F2 U Rw U2 Rw2 F' B Uw' Rw' U' F' L Uw2 B;2026-01-27 21:36:58;1:17.04
636;56.25;;B U2 R2 F2 B' R2 F D2 B L2 U' F2 B2 U' R B' R' U2 R' F Rw2 U F' Uw2 F' D' F' L2 F2 Rw2 F2 Rw U Uw2 R' L' Rw' B Fw' D F Fw Uw2 Fw';2026-01-27 21:38:37;56.25
637;1:03.63;;B R' D' R2 L F' R B' D B2 U2 L2 B D2 R2 L2 B U2 R2 B2 D2 Uw2 Fw2 D' Uw2 F Fw2 U' Uw2 B2 Fw2 D' R2 Uw2 L F2 R Rw U2 Fw Uw2 L Fw' U Uw Rw2;2026-01-27 21:39:57;1:03.63
638;1:07.25;;B' D2 L2 D2 R2 F2 U2 F U2 F D2 B2 U B2 R2 F' L' U2 L U L2 Uw2 F U' R2 B' Rw2 F R2 Rw2 D' F2 R Rw2 Fw2 U Rw F' Fw U' R Uw L2 D' F2;2026-01-27 21:41:21;1:07.25
639;1:07.01;;D F' U2 F2 D' F2 U' F2 D' F2 B2 D' R2 L' U' B R2 D' R' F' B' Rw2 D Uw2 F2 R B2 D' Fw2 R U' D2 L Uw2 Fw' L' Fw2 D B' Rw Fw' D2 Rw2 Uw F' R' Fw';2026-01-27 21:42:49;1:07.01
640;1:02.34;;U2 R' D2 R B2 L' U2 L U2 L2 D2 L' U L D B2 R' B U D B' Rw2 Uw2 L' Rw2 F2 R' Uw2 F Uw2 R2 B' Fw2 L Uw' F' R U2 Uw Fw' Uw' L' Rw' B Fw' Uw2;2026-01-27 21:44:28;1:02.34
641;1:03.14;;R F L U L D2 L' D F2 D L2 B2 R2 U' F2 U2 B2 D2 B U' Rw2 B Rw2 Fw2 D F Rw2 U' Uw2 L2 F' D F2 L' Rw Fw2 D' R B2 Uw B Uw Fw' D Uw2;2026-01-27 21:45:52;1:03.14
642;1:01.26;;D B2 R L2 U' B R' L B2 D2 F U2 F D2 R2 F' D2 L2 D2 R' U' Fw2 D F2 Uw2 R L2 D L2 B2 Fw2 U' Rw2 B D2 Fw' Rw2 B U2 Uw' L2 D Uw Fw' Uw Fw U2;2026-01-27 21:47:21;1:01.26
643;1:13.10;;U2 D2 B L2 B' U2 B R2 U2 B2 R F2 B2 U L' U R' D' F' B' Uw2 Fw2 Rw2 F' Uw2 L' D2 B Rw2 F' L2 B2 Uw' R D2 Rw2 U R Fw' Rw' F2 U D' Uw;2026-01-27 21:48:48;1:13.10
644;1:22.43;;U B' D' B R2 U B' R' U2 F2 L2 U2 L2 U2 B2 L' F2 L' D' Fw2 L' D Rw2 U L2 D Fw2 Rw2 F2 R Fw R Fw2 U2 R' Rw2 Uw Fw' R' F2 Rw F;2026-01-27 21:50:21;1:22.43
645;1:10.95;;B D2 B2 D2 R2 F2 L2 B' U2 B L2 B' L B2 D' F' L D2 F L' B' Uw2 F' L' Fw2 Uw2 B R2 U2 Rw2 F' R2 F B Uw' F2 Fw2 L B2 Rw' Uw2 Fw' Uw B U' Rw U';2026-01-28 18:36:31;1:10.95
646;1:05.97;;D R2 B2 L2 D2 R2 L2 B' R2 U2 B' R2 U2 R' U2 D' L2 F' D F2 D2 Fw2 Uw2 B' U F' B' L2 F2 D2 Uw2 Fw2 U2 Rw' B2 R F2 U Fw2 Rw Uw' Fw Rw2 U2 F2 Uw';2026-01-28 18:38:09;1:05.97
647;57.63;;R2 D F2 R2 D R2 D B2 R2 U' B2 R' F L F2 U' R2 L F D2 B' Rw2 F2 D' F' B2 Fw2 Uw2 R2 Rw2 U B' L D2 Fw2 U' B' Rw' B2 Uw Rw Fw2 U R2 F Fw;2026-01-28 18:39:46;57.63
648;1:19.37;;U B U B2 D' F2 D' R2 F2 D' R2 F2 U2 R U' D' L F D B2 L2 Fw2 Uw2 B D' Rw2 B' Fw2 D2 B' R2 U B Rw B2 Uw2 B' R2 Fw U Rw' B2 Uw' B L2;2026-01-28 18:41:11;1:19.37
649;59.17;;F U2 R U' F L F' L' U' R2 B' L2 U2 B2 R2 B L2 B' L2 F2 Uw2 F' Fw2 U2 B D' Rw2 B R2 D B2 Uw2 Rw D' R2 L' U2 R2 Rw' Uw' L2 Uw2 B' L2 Rw Uw';2026-01-28 18:42:57;59.17
650;1:11.32;;L U2 L U2 L2 F2 L' B2 L2 D2 B2 D2 B L2 D' F2 R B' U D' R' Fw2 R Rw2 F' U2 Uw2 Fw2 L' D2 Fw2 U2 L' F' Uw F2 D2 B' D' Uw F2 R2 Fw U' Rw' Fw2 Uw F2;2026-01-28 18:44:25;1:11.32
651;1:30.09;;F' B2 U' R2 D' B2 L2 B2 D2 R2 U2 D' L B' U F D L' D F2 R Rw2 D' Rw2 Fw2 U F2 Fw2 L' U2 Fw2 Rw2 U' Fw R2 Rw2 F Fw' U2 Fw' Uw' B2 U' L F;2026-01-28 18:46:17;1:30.09
652;1:02.74;;B' D2 L B2 R' F2 R U2 B2 L F2 D2 L' D' B L D' F U F2 U2 Fw2 L' Rw2 D2 Uw2 F' U2 Uw2 L Rw2 B Uw B2 D2 Uw2 F R' B2 Rw' U' D' Uw Rw Uw2 L2;2026-01-28 18:48:06;1:02.74
653;1:43.49;;R2 U' R' L2 U2 F2 R2 U2 F2 R2 U' L2 U R2 B' U F' R' U' D F Uw2 Fw2 U L' Fw2 U Fw2 U Uw2 B2 D' R L Fw' D' R F2 B Rw U Fw R Fw Uw B' L';2026-01-28 21:18:27;1:43.49
654;DNF(1:03.59);;D2 B2 D2 F2 R2 U2 L U2 L' F2 L' B2 U' R' B R L U2 B' D2 Fw2 U' Uw2 Fw2 R2 D B' U' B2 R2 B' Fw2 U L' Rw' U2 Rw Uw2 B' Rw Uw F' Fw' Rw B Fw';2026-01-28 21:20:32;1:03.59
655;1:17.26;;U2 R U R F L' F2 D' R F B' R2 L2 B' R2 F2 D2 L2 U2 B D2 Fw2 L U Rw2 U' R Fw2 Rw2 D2 L F2 Fw2 D2 F R' B2 Fw Uw' L F' Fw U2 Rw D2 Uw';2026-01-28 21:22:03;1:17.26
656;1:08.66;;L U' L2 F L2 F U2 B U2 D2 F2 U R' F' B2 R2 L' F2 Rw2 D F2 Rw2 B Fw2 U2 Uw2 R2 Rw2 D' B2 L2 Rw' B D2 Uw2 L' D2 Fw Uw R' B2 Fw2 U';2026-01-28 21:23:53;1:08.66
657;1:24.53;;B2 L2 D2 L2 B' R2 F' R L2 F D L2 F' R2 B' D' L2 U Rw2 B2 D' Uw2 Rw2 D' R2 Rw2 F D' Rw2 D2 F R Rw D' R2 B Rw2 Fw' U2 D2 Rw' Fw' L' B';2026-01-28 21:25:26;1:24.53
658;1:06.78;;B R' F D' L' U R' L B D2 L2 U L2 B2 D R2 F2 D2 F2 L2 D2 Rw2 F' Fw2 L' Uw2 L' B L D2 F2 Fw2 R Rw2 Uw R' F L2 Uw' F Fw2 U2 Uw Fw U2 Uw';2026-01-28 21:27:16;1:06.78
659;1:02.62;;F B2 D' R2 U' R L' D' F2 B U' R2 U2 D' B2 L2 D' F2 L2 D' Uw2 R2 F' Uw2 R' D2 B2 Fw2 D2 R F R2 Uw L2 D B' Fw2 D' Rw' Uw L Fw Rw2 Uw' F';2026-01-28 23:35:05;1:02.62
660;1:04.51;;F U2 R2 L D B2 U' F U' B2 R F2 L' F2 D2 R2 B2 R' U2 D2 F2 Uw2 B Uw2 Rw2 F' Fw2 R Rw2 B2 U2 Rw2 B Uw' B' R' U L Uw' R Rw2 Fw' U2 D' Uw L';2026-01-28 23:36:37;1:04.51
661;1:09.05;;D' F2 B2 L U2 B2 U2 L' B2 L D2 L B U2 B' D F D2 L D' Uw2 Rw2 F' D' R2 U2 Uw2 Rw2 U' F R2 U2 Uw2 Rw U' F' D R Rw B' U2 Uw' Fw' Uw L' F2;2026-01-28 23:38:13;1:09.05
662;1:02.65;;L2 F B2 D2 L2 F2 D2 R2 B' R2 L' U2 F2 B U' B2 L D2 F2 Fw2 U' Uw2 Rw2 D' L2 U2 B2 Fw2 L U' D Fw U2 B2 U D' Rw' D' Uw F' R2 Uw' R U2;2026-01-28 23:39:44;1:02.65
663;1:20.69;;U2 D2 R2 B R2 U2 F' R2 B D2 F R' U' D' L F2 D' L U2 D F Uw2 Rw2 F' R' Fw2 L' F' L B2 Uw2 B R Uw' B' Uw2 B2 L' Fw D2 L Fw Uw' Rw2 B';2026-01-28 23:41:06;1:20.69
664;1:04.26;;B2 L2 D2 F' R2 U2 B2 L2 D2 B' U2 R' B L2 D F' L F2 R2 Fw2 L' Fw2 U' Fw2 Uw2 Rw2 B2 U' D' L D2 Fw' Rw2 B2 R F' Fw Uw L Rw2 Uw R F2 Uw;2026-01-28 23:42:52;1:04.26
665;1:18.43;;F D' L2 D' F2 D2 L2 U L2 U2 R2 U' L' D B' U' L F L D Rw2 Uw2 Fw2 L' B2 Rw2 U D' L' Uw2 L' U' B2 Fw' R2 Rw2 Fw R B2 U' Rw U' D Fw L2 Uw';2026-01-28 23:44:19;1:18.43
666;1:20.35;;D F2 R2 F2 L2 B2 U L2 F2 B2 R F U2 B' U2 L2 U' B' D B Uw2 Fw2 U R U Uw2 L' F2 R' U' Fw R U2 R2 Fw2 Rw' Fw' D2 Uw2 B2 D' Rw;2026-01-28 23:46:01;1:20.35
667;1:05.46;;U2 B2 D F2 R' U2 B' U' B2 L U2 R2 L U2 B2 L U2 L' U' D2 Uw2 R B' Rw2 F L' D2 L' Uw2 R L2 D Uw' B L2 U' Uw R' Fw R2 Uw Rw2 Fw D;2026-01-28 23:47:46;1:05.46
668;59.26;;R F2 U2 D2 R' U2 L' U2 R' B2 D2 L' B' L D R' L D B' Fw2 U Uw2 Rw2 F D' F2 U Fw2 U' L2 D2 R2 Rw' F' B Fw2 U2 Rw Fw' D2 F' Fw' Uw L Fw2;2026-01-28 23:49:11;59.26
669;1:06.33;;D' L2 D' L2 D' F2 R2 L2 U' D' F' R' F2 R L D2 F' U L2 B2 Fw2 D Fw2 Uw2 L Uw2 L2 F2 D2 R B2 D' Fw Uw2 Fw2 U' L2 F' Rw U Fw2 D Rw2 B' Fw';2026-01-28 23:50:49;1:06.33
670;1:02.30;;R' U' R2 L2 U' F2 D2 R2 F2 L2 B2 U2 L D R2 U' F' B' R D B' Fw2 U2 D' Uw2 Fw2 L' Uw2 Rw2 F2 L Fw2 L2 Uw2 Fw L2 Rw2 U' B' Fw' Uw B2 Fw2 Uw Rw' Fw;2026-01-28 23:52:25;1:02.30
671;1:09.82;;B2 D' B2 L2 B2 U2 R2 U B2 D' B2 D' B' L' U R2 B2 L' D' L' U Rw2 B' Uw2 F L' F B2 Fw2 Uw2 L B2 Uw2 B' Uw' F' R U2 Uw Fw' Uw2 R2 Fw' D' F' R';2026-01-28 23:53:52;1:09.82
672;DNF(1:19.50);;U R2 L2 F R2 F U2 D2 L2 B' L2 D' B2 U' R F2 B L2 Rw2 U Fw2 Uw2 F' R2 B' D' F2 B Uw2 F' U Rw F' D2 R2 U' Fw2 Uw' F2 L' Uw' R Fw;2026-01-28 23:55:33;1:19.50
673;1:13.04;;R B' L U F' D' F2 B' U2 L2 B2 U2 L2 B2 U B2 D F2 R2 F L Rw2 Fw2 D L Fw2 R Fw2 U R' L' Fw2 U L' Fw' Uw2 R U2 F' R' Rw Fw' D' L2 Fw U2 D2;2026-01-28 23:57:20;1:13.04
674;1:01.10;;F' L2 U2 B D2 F' D2 L2 U2 R2 F2 D R2 B' D2 L' B2 U F D Fw2 R U' B2 Fw2 R Rw2 D' R' Rw2 D' L2 U2 F' Fw Uw2 Fw U2 L2 Uw Rw Fw' U' R2 B Rw';2026-01-28 23:58:55;1:01.10
675;59.75;;L D' F' U' L2 B' R B' R2 F2 R' F2 U2 R F2 R L U2 B Rw2 F R B2 Uw2 L' Rw2 F' B2 Fw2 D2 F2 Uw B R L' Uw' Fw D L' Fw Uw' Fw2;2026-01-29 00:00:17;59.75
676;1:01.55;;L' U2 L2 B2 L2 F' D2 F' R2 B R2 U2 R D2 F2 U' L' F' L2 B Rw2 B' R2 Fw2 D2 F R2 F L Fw2 R Rw2 B2 Uw F2 B' L' Fw2 U2 L Rw D' B Fw' Uw Rw2;2026-01-29 00:01:42;1:01.55
677;1:09.47;;D' R2 F2 R2 D2 R2 D' B2 D L2 F2 L2 F L U B U' D' B2 L U2 Fw2 Uw2 B2 Rw2 B R Fw2 Uw2 B2 Uw2 B' R' Uw' F' D2 B2 R2 Rw' F2 Fw R Rw' Fw2 U;2026-01-29 00:03:05;1:09.47
678;1:11.87;;L' U2 L2 U2 B2 D2 L2 B' U2 B' U2 L2 D B L F2 B2 D' L' U Fw2 Rw2 B R Rw2 F' R B Fw2 Uw2 R2 L2 B' Uw' R2 B2 U2 Uw' Rw D Uw' Rw2 Uw Rw' D2 L2;2026-01-29 00:04:35;1:11.87
679;1:01.85;;U D R' D R2 D2 R2 F U' R' D2 F2 B2 L2 U2 B2 R B2 R U2 Fw2 R Uw2 R' F' R2 B' Uw2 R' U' D2 Uw2 F2 Rw2 Uw' F' Rw2 Fw' L' Uw' L' F' U B2;2026-01-29 00:06:10;1:01.85
680;59.10;;U' D2 B2 R' U2 F2 R2 D2 F2 R L2 F2 D' B' L' B U2 D' F L' Uw2 B U D2 Rw2 U2 F U' Uw2 R2 F L2 Rw F' R Rw U' Rw' Fw' Rw' U' R' B' L';2026-01-29 00:07:36;59.10
681;1:05.40;;F R2 L2 D' R2 U' F2 B2 R2 U2 F2 R B D B2 U2 R L D' F' Rw2 Uw2 L D L' Fw2 R2 U Uw2 L' D' Fw' Uw2 R F2 Uw2 Rw U' Fw Rw' Fw' Uw' L' F;2026-01-29 00:08:58;1:05.40
682;1:06.60;;F' U2 R2 F R2 F' L2 B' U2 L2 D2 B2 L' F U L' B D2 F R U' Rw2 F Uw2 B Fw2 R' L F2 L2 B2 L' B' U Fw2 L Uw' Fw2 Uw F' U2 Fw' D Rw U2 Fw2;2026-01-29 00:12:25;1:06.60
683;1:11.97;;B' R U2 L D2 L' D2 R' F2 U2 F2 U2 F' B' R' B2 U F' D2 F2 Fw2 L U Rw2 Fw2 U' R D2 R B2 U' R2 L Fw' D2 F B U Fw D2 Uw Rw' F2 Fw2 D2 B';2026-01-29 00:14:10;1:11.97
684;1:09.88;;B2 D' L2 B U2 F' L2 B2 D2 L2 D2 B D2 B' U' F2 D R U' L' B' Fw2 U' R' Rw2 U' L2 Fw2 Uw2 L D2 R2 U2 R' Fw' U L B Fw Uw' Fw' R' B Uw F2 B2 Fw;2026-01-29 00:15:41;1:09.88
685;1:09.15;;F L2 F' U' D' B L D F R2 L2 F B D2 L2 F' U2 B2 L' Uw2 R' D B2 U' Rw2 D' L Uw2 L Rw2 U Fw R2 F R' F2 Uw' B' Rw' Uw' L' F' Fw2;2026-01-29 00:17:15;1:09.15
686;1:01.25;;L' B' R2 F' B D' F' U' F2 U' D2 F2 D R2 F2 D' L2 F2 L2 Uw2 F' Fw2 U D2 Rw2 B Rw2 F2 Rw2 D2 R' L2 Fw2 L2 Rw B2 L2 Fw Rw F Uw Fw' U2 Rw2;2026-01-29 00:18:46;1:01.25
687;1:05.48;;F2 D2 F2 R2 B U2 L2 D2 F' R' F' U2 B' L U' B U' D' B Uw2 F' L Uw2 F R L Rw2 Uw2 F2 D2 F' Uw' L' F' R2 U' F Rw' D' Fw D2 Rw F2 L2;2026-01-29 07:51:28;1:05.48
688;1:09.19;;R' U' L2 B' U2 L2 B R2 F' L2 B U2 R B D L2 F' L' D2 Fw2 U2 Uw2 Rw2 U' F2 Uw2 B R2 B' Rw' Fw2 Rw' B' Fw2 R F2 Uw L Fw' Rw' Fw2;2026-01-29 07:53:06;1:09.19
689;1:17.69;;F' R B2 D2 B L2 F' L2 F D2 L2 B' U2 R2 L' D R' F2 L' U' L2 Uw2 L' B' Fw2 Uw2 Fw2 R' F U2 R' L' F Uw F' R2 F2 Rw2 Fw' R2 Fw Rw' Fw L Rw' Fw;2026-01-29 07:54:43;1:17.69
